"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"92","com.igate.surveymanagement.bean","src/com/igate/surveymanagement/bean/UserBean.java","3","34","Parameter 'userId' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"93","com.igate.surveymanagement.bean","src/com/igate/surveymanagement/bean/UserBean.java","3","34","publicMethodCommentRequirement Required","Comments","CommentRequired"
"94","com.igate.surveymanagement.bean","src/com/igate/surveymanagement/bean/UserBean.java","3","39","publicMethodCommentRequirement Required","Comments","CommentRequired"
"95","com.igate.surveymanagement.bean","src/com/igate/surveymanagement/bean/UserBean.java","3","42","Parameter 'userPassword' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"96","com.igate.surveymanagement.bean","src/com/igate/surveymanagement/bean/UserBean.java","3","42","publicMethodCommentRequirement Required","Comments","CommentRequired"
"97","com.igate.surveymanagement.bean","src/com/igate/surveymanagement/bean/UserBean.java","3","45","publicMethodCommentRequirement Required","Comments","CommentRequired"
"98","com.igate.surveymanagement.bean","src/com/igate/surveymanagement/bean/UserBean.java","3","48","Parameter 'firstName' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"99","com.igate.surveymanagement.bean","src/com/igate/surveymanagement/bean/UserBean.java","3","48","publicMethodCommentRequirement Required","Comments","CommentRequired"
"100","com.igate.surveymanagement.bean","src/com/igate/surveymanagement/bean/UserBean.java","3","51","publicMethodCommentRequirement Required","Comments","CommentRequired"
"101","com.igate.surveymanagement.bean","src/com/igate/surveymanagement/bean/UserBean.java","3","54","Parameter 'lastName' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"102","com.igate.surveymanagement.bean","src/com/igate/surveymanagement/bean/UserBean.java","3","54","publicMethodCommentRequirement Required","Comments","CommentRequired"
"103","com.igate.surveymanagement.bean","src/com/igate/surveymanagement/bean/UserBean.java","3","57","publicMethodCommentRequirement Required","Comments","CommentRequired"
"104","com.igate.surveymanagement.bean","src/com/igate/surveymanagement/bean/UserBean.java","3","60","Parameter 'userType' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"105","com.igate.surveymanagement.bean","src/com/igate/surveymanagement/bean/UserBean.java","3","60","publicMethodCommentRequirement Required","Comments","CommentRequired"
"106","com.igate.surveymanagement.bean","src/com/igate/surveymanagement/bean/UserBean.java","3","63","Avoid unnecessary constructors - the compiler will generate these for you","Controversial","UnnecessaryConstructor"
"107","com.igate.surveymanagement.bean","src/com/igate/surveymanagement/bean/UserBean.java","3","63","publicMethodCommentRequirement Required","Comments","CommentRequired"
"108","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/AdminController.java","3","3","Each class should declare at least one constructor","Controversial","AtLeastOneConstructor"
"109","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/AdminController.java","3","3","headerCommentRequirement Required","Comments","CommentRequired"
"110","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","4","17","Avoid unused imports such as 'org.springframework.web.bind.annotation.ResponseBody'","Import Statements","UnusedImports"
"111","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","25","headerCommentRequirement Required","Comments","CommentRequired"
"112","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","27","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"113","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","27","Use explicit scoping instead of the default package private level","Controversial","DefaultPackage"
"114","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","27","fieldCommentRequirement Required","Comments","CommentRequired"
"115","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","28","Use explicit scoping instead of the default package private level","Controversial","DefaultPackage"
"116","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","28","fieldCommentRequirement Required","Comments","CommentRequired"
"117","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","29","Use explicit scoping instead of the default package private level","Controversial","DefaultPackage"
"118","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","29","fieldCommentRequirement Required","Comments","CommentRequired"
"119","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","30","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"120","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","30","Use explicit scoping instead of the default package private level","Controversial","DefaultPackage"
"121","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","30","fieldCommentRequirement Required","Comments","CommentRequired"
"122","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","31","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"123","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","31","Use explicit scoping instead of the default package private level","Controversial","DefaultPackage"
"124","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","31","fieldCommentRequirement Required","Comments","CommentRequired"
"125","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","32","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"126","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","32","Use explicit scoping instead of the default package private level","Controversial","DefaultPackage"
"127","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","32","fieldCommentRequirement Required","Comments","CommentRequired"
"128","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","34","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"129","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","34","Use explicit scoping instead of the default package private level","Controversial","DefaultPackage"
"130","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","34","fieldCommentRequirement Required","Comments","CommentRequired"
"131","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","36","Use explicit scoping instead of the default package private level","Controversial","DefaultPackage"
"132","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","37","fieldCommentRequirement Required","Comments","CommentRequired"
"133","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","39","Use explicit scoping instead of the default package private level","Controversial","DefaultPackage"
"134","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","40","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"135","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","40","fieldCommentRequirement Required","Comments","CommentRequired"
"136","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","43","Parameter 'model' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"137","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","43","publicMethodCommentRequirement Required","Comments","CommentRequired"
"138","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","46","The String literal 'user' appears 5 times in this file; the first occurrence is on line 46","String and StringBuffer","AvoidDuplicateLiterals"
"139","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","2","53","Avoid reassigning parameters such as 'user'","Basic Velocity","AvoidReassigningParameters"
"140","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","53","Parameter 'model' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"141","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","53","Parameter 'result' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"142","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","53","publicMethodCommentRequirement Required","Comments","CommentRequired"
"143","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","59","A method should have only one exit point, and that should be the last statement in the method","Controversial","OnlyOneReturn"
"144","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","5","63","Found 'DD'-anomaly for variable 'user1' (lines '63'-'64').","Controversial","DataflowAnomalyAnalysis"
"145","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","66","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"146","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","68","A method should have only one exit point, and that should be the last statement in the method","Controversial","OnlyOneReturn"
"147","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","71","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"148","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","73","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"149","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","74","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"150","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","76","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"151","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","81","The String literal 'newUser' appears 4 times in this file; the first occurrence is on line 81","String and StringBuffer","AvoidDuplicateLiterals"
"152","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","82","A method should have only one exit point, and that should be the last statement in the method","Controversial","OnlyOneReturn"
"153","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","84","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"154","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","85","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"155","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","86","A method should have only one exit point, and that should be the last statement in the method","Controversial","OnlyOneReturn"
"156","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","96","Parameter 'model' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"157","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","96","publicMethodCommentRequirement Required","Comments","CommentRequired"
"158","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","103","Parameter 'model' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"159","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","103","Parameter 'newuser' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"160","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","103","Parameter 'result' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"161","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","103","publicMethodCommentRequirement Required","Comments","CommentRequired"
"162","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","107","A method should have only one exit point, and that should be the last statement in the method","Controversial","OnlyOneReturn"
"163","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","111","Local variable 'rowcount' could be declared final","Optimization","LocalVariableCouldBeFinal"
"164","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","114","Avoid using Literals in Conditional Statements","Controversial","AvoidLiteralsInIfCondition"
"165","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","118","A method should have only one exit point, and that should be the last statement in the method","Controversial","OnlyOneReturn"
"166","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","129","Parameter 'model' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"167","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","129","publicMethodCommentRequirement Required","Comments","CommentRequired"
"168","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","137","Parameter 'model' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"169","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","137","Parameter 'userId' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"170","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","137","publicMethodCommentRequirement Required","Comments","CommentRequired"
"171","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","138","Local variable 'user' could be declared final","Optimization","LocalVariableCouldBeFinal"
"172","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","144","Parameter 'model' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"173","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","144","Parameter 'session' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"174","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/CommonController.java","3","144","publicMethodCommentRequirement Required","Comments","CommentRequired"
